user_id,nome,nome,responsavel,documento,telefone,email,cidade,uf,regiao,culturas,cluster,area_total,tipo_solo,praga_comum,safra_principal
user_274,Fazenda Progresso do Ferreira,Fazenda Progresso do Ferreira,Rafael Ferreira,819.079.597-48,(16) 42013-8728,fazendaprogressodoferreira@ruraltec.com.br,Cidade CE,CE,Outra,Trigo / Soja,DIAMOND,3300,Latossolo Amarelo,Nematoides / Percevejos,Abr-Ago
user_275,Agropecuária Boa Vista da Pereira,Agropecuária Boa Vista da Pereira,Bruno Pereira,082.871.917-83,(52) 69910-4607,agropecuáriaboavistadapereira@agrocorp.com.br,Cidade PI,PI,Nordeste,Soja,DIAMOND,2700,Terra Roxa,Percevejos,Abr-Ago
user_276,Fazenda São João do Cardoso,Fazenda São João do Cardoso,Gabriel Cardoso,847.153.508-53,(50) 77157-3303,fazendasãojoãodocardoso@agrocorp.com.br,Cidade PI,PI,Nordeste,Milho / Algodão,DIAMOND,1400,Argissolo,Nematoides / Lagarta,Set-Fev
user_277,Sítio Horizonte do Barbosa,Sítio Horizonte do Barbosa,Yasmin Barbosa,501.531.950-62,(17) 94318-2269,sítiohorizontedobarbosa@ruraltec.com.br,Cidade PA,PA,Norte,Café,GOLD,1700,Argissolo,Cigarrinha / Ferrugem,Abr-Ago
user_278,Cooperativa Ouro da Oliveira,Cooperativa Ouro da Oliveira,Renata Oliveira,812.363.125-36,(75) 33785-5746,cooperativaourodaoliveira@agrocorp.com.br,Cidade RO,RO,Outra,Soja / Milho,PLATINUM,2400,Argissolo,Cigarrinha / Nematoides,Abr-Ago
user_279,Fazenda Ouro do Silva Comércio,Fazenda Ouro do Silva Comércio,Karen Silva,304.049.081-54,(48) 92818-3741,fazendaourodosilvacomércio@ruraltec.com.br,Cidade RR,RR,Norte,Algodão / Cana-de-Açúcar,PLATINUM,1100,Latossolo Vermelho,Cigarrinha / Nematoides,Out-Mar
user_28,Cooperativa Horizonte da Ferreira,Cooperativa Horizonte da Ferreira,Karen Ferreira,786.757.781-19,(98) 12243-0099,cooperativahorizontedaferreira@ruraltec.com.br,Cidade SC,SC,Outra,Algodão / Cana-de-Açúcar,DIAMOND,1500,Latossolo Amarelo,Ferrugem / Lagarta,Out-Mar
user_280,Sítio São João da Pereira,Sítio São João da Pereira,Eduardo Pereira,440.934.572-66,(14) 38216-4939,sítiosãojoãodapereira@agrocorp.com.br,Cidade ES,ES,Outra,Trigo,DIAMOND,1400,Argissolo,Lagarta / Nematoides,Out-Mar
user_281,Sítio Ouro da Souza,Sítio Ouro da Souza,Helena Souza,387.214.899-17,(18) 78583-7286,sítioourodasouza@fazenda.com.br,Cidade RO,RO,Outra,Soja,SILVER,500,Argissolo,Percevejos / Ferrugem,Out-Mar
user_282,Agropecuária Ouro da Melo,Agropecuária Ouro da Melo,Olivia Melo,504.161.165-66,(83) 39480-1891,agropecuáriaourodamelo@ruraltec.com.br,Cidade AM,AM,Outra,Milho / Café,SILVER,1100,Argissolo,Percevejos / Ferrugem,Out-Mar
user_283,Sítio Horizonte da Silva,Sítio Horizonte da Silva,Igor Silva,052.657.878-57,(44) 31991-6728,sítiohorizontedasilva@ruraltec.com.br,Cidade AM,AM,Outra,Milho,GOLD,2100,Argissolo,Ferrugem,Out-Mar
user_284,Chácara Boa Vista do Gomes,Chácara Boa Vista do Gomes,Tatiana Gomes,996.215.266-93,(45) 70662-4351,chácaraboavistadogomes@ruraltec.com.br,Cidade MG,MG,Outra,Cana-de-Açúcar / Milho,GOLD,1100,Argissolo,Lagarta / Ferrugem,Set-Fev
user_285,Sítio Esperança do Barbosa,Sítio Esperança do Barbosa,Gabriel Barbosa,730.002.010-02,(89) 59189-7865,sítioesperançadobarbosa@fazenda.com.br,Sorriso,MT,Centro-Oeste,Café,PLATINUM,800,Argissolo,Nematoides / Ferrugem,Set-Fev
user_286,Chácara Progresso da Cardoso,Chácara Progresso da Cardoso,Mariana Cardoso,549.178.826-23,(67) 96426-5850,chácaraprogressodacardoso@agrocorp.com.br,Cidade PR,PR,Sul,Milho / Algodão,DIAMOND,3500,Terra Roxa,Percevejos / Cigarrinha,Out-Mar
user_287,Sítio Boa Vista da Oliveira & Filhos,Sítio Boa Vista da Oliveira & Filhos,Ana Oliveira,843.615.628-70,(31) 25609-2014,sítioboavistadaoliveirafilhos@fazenda.com.br,Cidade TO,TO,Outra,Café,PLATINUM,1400,Argissolo,Lagarta / Percevejos,Abr-Ago
user_288,Granja Horizonte da Almeida,Granja Horizonte da Almeida,Renata Almeida,828.075.174-71,(50) 17867-5477,granjahorizontedaalmeida@ruraltec.com.br,Cidade RJ,RJ,Outra,Algodão,SILVER,1400,Terra Roxa,Ferrugem / Cigarrinha,Out-Mar
user_289,Fazenda Horizonte do Barbosa,Fazenda Horizonte do Barbosa,Fernanda Barbosa,081.510.271-18,(68) 85385-3217,fazendahorizontedobarbosa@fazenda.com.br,Cidade DF,DF,Outra,Cana-de-Açúcar,PLATINUM,2200,Latossolo Vermelho,Lagarta / Ferrugem,Abr-Ago
user_29,Cooperativa Verde do Nascimento,Cooperativa Verde do Nascimento,Paulo Nascimento,484.886.577-58,(61) 10043-5287,cooperativaverdedonascimento@ruraltec.com.br,Cidade AM,AM,Outra,Milho / Café,PLATINUM,900,Terra Roxa,Cigarrinha,Out-Mar
user_290,Granja Progresso do Gomes,Granja Progresso do Gomes,Bruno Gomes,455.121.678-24,(49) 87497-6329,granjaprogressodogomes@fazenda.com.br,Cidade AM,AM,Outra,Soja / Café,DIAMOND,1600,Argissolo,Lagarta,Out-Mar
user_291,Fazenda São João do Souza,Fazenda São João do Souza,Renata Souza,682.416.509-18,(56) 50003-8500,fazendasãojoãodosouza@agrocorp.com.br,Cidade RJ,RJ,Outra,Milho / Café,PLATINUM,1000,Argissolo,Percevejos / Nematoides,Nov-Abr
user_292,Chácara Horizonte do Melo,Chácara Horizonte do Melo,Yasmin Melo,217.674.364-03,(19) 63841-1336,chácarahorizontedomelo@agrocorp.com.br,Cidade PB,PB,Outra,Cana-de-Açúcar,SILVER,1700,Latossolo Amarelo,Ferrugem / Nematoides,Set-Fev
user_293,Fazenda São João do Cardoso,Fazenda São João do Cardoso,Karen Cardoso,846.554.119-56,(57) 29979-2716,fazendasãojoãodocardoso@ruraltec.com.br,Cidade RO,RO,Outra,Café,DIAMOND,2400,Argissolo,Lagarta / Nematoides,Out-Mar
user_294,Granja Progresso do Silva,Granja Progresso do Silva,Vinicius Silva,128.703.870-92,(12) 68937-3769,granjaprogressodosilva@ruraltec.com.br,Cidade ES,ES,Outra,Café,SILVER,1600,Neossolo,Ferrugem / Percevejos,Set-Fev
user_295,Agropecuária Lider da Almeida,Agropecuária Lider da Almeida,Olivia Almeida,715.997.266-95,(15) 52882-3998,agropecuárialiderdaalmeida@agrocorp.com.br,Cidade SE,SE,Outra,Soja,SILVER,1800,Argissolo,Cigarrinha,Out-Mar
user_296,Sítio Ouro do Almeida,Sítio Ouro do Almeida,Renata Almeida,246.605.855-14,(38) 45308-4554,sítioourodoalmeida@fazenda.com.br,Campo Grande,MS,Centro-Oeste,Café / Algodão,SILVER,1300,Latossolo Vermelho,Lagarta,Abr-Ago
user_297,Cooperativa Esperança da Almeida Agro,Cooperativa Esperança da Almeida Agro,Igor Almeida,819.453.274-39,(57) 66077-6193,cooperativaesperançadaalmeidaagro@agrocorp.com.br,Cidade AC,AC,Outra,Trigo / Cana-de-Açúcar,GOLD,2800,Latossolo Vermelho,Ferrugem / Nematoides,Abr-Ago
user_298,Granja Boa Vista do Nascimento,Granja Boa Vista do Nascimento,Leonardo Nascimento,444.514.998-39,(22) 73087-6388,granjaboavistadonascimento@ruraltec.com.br,Cidade AC,AC,Outra,Cana-de-Açúcar / Café,GOLD,600,Latossolo Vermelho,Nematoides,Abr-Ago
user_299,Chácara Lider da Costa,Chácara Lider da Costa,Júlia Costa,206.715.045-04,(16) 45094-9897,chácaraliderdacosta@ruraltec.com.br,Sorriso,MS,Centro-Oeste,Cana-de-Açúcar,DIAMOND,2700,Latossolo Amarelo,Lagarta / Cigarrinha,Nov-Abr
user_3,Cooperativa São João do Costa Rural,Cooperativa São João do Costa Rural,Tatiana Costa,155.237.794-38,(64) 95814-5063,cooperativasãojoãodocostarural@agrocorp.com.br,Cidade AP,AP,Outra,Milho / Algodão,GOLD,1800,Argissolo,Ferrugem,Abr-Ago
user_30,Agropecuária Verde da Oliveira,Agropecuária Verde da Oliveira,Paulo Oliveira,177.049.232-50,(22) 89829-6151,agropecuáriaverdedaoliveira@fazenda.com.br,Sorriso,MT,Centro-Oeste,Soja / Milho,SILVER,900,Latossolo Vermelho,Percevejos / Nematoides,Nov-Abr
user_300,Fazenda Verde do Lima Rural,Fazenda Verde do Lima Rural,Renata Lima,402.485.226-40,(12) 17136-7689,fazendaverdedolimarural@ruraltec.com.br,Cidade AM,AM,Outra,Café / Cana-de-Açúcar,SILVER,2100,Terra Roxa,Cigarrinha / Nematoides,Nov-Abr
user_301,Cooperativa Progresso da Silva,Cooperativa Progresso da Silva,Carlos Silva,833.938.301-69,(47) 93940-2252,cooperativaprogressodasilva@agrocorp.com.br,Cidade AC,AC,Outra,Cana-de-Açúcar,GOLD,2300,Terra Roxa,Percevejos,Nov-Abr
user_302,Cooperativa Progresso do Ferreira,Cooperativa Progresso do Ferreira,Mariana Ferreira,419.525.212-03,(44) 90236-2883,cooperativaprogressodoferreira@fazenda.com.br,Cidade SP,SP,Sudeste,Café,SILVER,1700,Neossolo,Nematoides / Ferrugem,Nov-Abr
user_303,Fazenda São João do Barbosa,Fazenda São João do Barbosa,Bruno Barbosa,121.118.027-03,(68) 31281-9325,fazendasãojoãodobarbosa@fazenda.com.br,Cidade BA,BA,Nordeste,Soja / Milho,PLATINUM,1800,Terra Roxa,Nematoides / Lagarta,Set-Fev
user_304,Sítio Esperança da Costa,Sítio Esperança da Costa,Karen Costa,132.282.416-28,(37) 56361-3542,sítioesperançadacosta@ruraltec.com.br,Cidade PE,PE,Nordeste,Trigo,SILVER,900,Terra Roxa,Ferrugem / Percevejos,Abr-Ago
user_305,Fazenda Progresso da Rocha LTDA,Fazenda Progresso da Rocha LTDA,Fernanda Rocha,764.323.012-49,(81) 81777-5813,fazendaprogressodarocha@agrocorp.com.br,Cidade PR,PR,Sul,Milho,SILVER,1300,Argissolo,Percevejos / Cigarrinha,Out-Mar
user_306,Agropecuária Progresso da Souza,Agropecuária Progresso da Souza,Helena Souza,729.189.133-23,(68) 20354-7095,agropecuáriaprogressodasouza@agrocorp.com.br,Cidade MA,MA,Outra,Algodão,PLATINUM,900,Neossolo,Cigarrinha,Out-Mar
user_307,Granja Ouro do Rocha,Granja Ouro do Rocha,Tatiana Rocha,038.555.233-19,(56) 46909-8416,granjaourodorocha@agrocorp.com.br,Goiânia,MS,Centro-Oeste,Café / Cana-de-Açúcar,PLATINUM,1300,Latossolo Vermelho,Ferrugem / Lagarta,Nov-Abr
user_308,Chácara Esperança do Martins,Chácara Esperança do Martins,Olivia Martins,630.241.197-37,(44) 16028-8835,chácaraesperançadomartins@ruraltec.com.br,Cidade ES,ES,Outra,Milho / Cana-de-Açúcar,SILVER,1900,Neossolo,Nematoides / Cigarrinha,Abr-Ago
user_309,Sítio Lider do Rocha EIRELI,Sítio Lider do Rocha EIRELI,Bruno Rocha,235.709.099-57,(20) 14108-1014,sítioliderdorocha@ruraltec.com.br,Rondonópolis,GO,Centro-Oeste,Milho,DIAMOND,3400,Neossolo,Percevejos / Lagarta,Nov-Abr
user_31,Chácara Lider da Rocha,Chácara Lider da Rocha,Renata Rocha,028.140.489-92,(75) 81028-9583,chácaraliderdarocha@agrocorp.com.br,Cidade AM,AM,Outra,Soja / Trigo,PLATINUM,1500,Latossolo Vermelho,Percevejos / Lagarta,Set-Fev
user_310,Agropecuária Horizonte da Ferreira LTDA,Agropecuária Horizonte da Ferreira LTDA,Vinicius Ferreira,717.588.128-94,(92) 59847-7994,agropecuáriahorizontedaferreira@fazenda.com.br,Cidade SP,SP,Sudeste,Trigo / Milho,PLATINUM,600,Terra Roxa,Ferrugem / Cigarrinha,Abr-Ago
user_311,Agropecuária São João do Nascimento,Agropecuária São João do Nascimento,Ana Nascimento,745.351.266-89,(67) 48462-3839,agropecuáriasãojoãodonascimento@fazenda.com.br,Cidade PE,PE,Nordeste,Trigo,DIAMOND,3300,Argissolo,Cigarrinha / Percevejos,Out-Mar
user_312,Sítio Esperança da Pereira,Sítio Esperança da Pereira,Paulo Pereira,063.967.558-34,(24) 59433-0161,sítioesperançadapereira@agrocorp.com.br,Cidade SE,SE,Outra,Algodão,DIAMOND,2400,Argissolo,Ferrugem,Set-Fev
user_313,Cooperativa Ouro da Rocha,Cooperativa Ouro da Rocha,Tatiana Rocha,583.552.769-36,(68) 19571-9155,cooperativaourodarocha@ruraltec.com.br,Cidade PI,PI,Nordeste,Cana-de-Açúcar,PLATINUM,800,Latossolo Vermelho,Cigarrinha,Set-Fev
user_314,Chácara Progresso do Nascimento Comércio,Chácara Progresso do Nascimento Comércio,Nicolas Nascimento,219.691.307-95,(87) 60418-1403,chácaraprogressodonascimentocomércio@ruraltec.com.br,Campo Grande,MS,Centro-Oeste,Trigo / Milho,SILVER,1100,Terra Roxa,Nematoides,Set-Fev
user_315,Chácara Horizonte do Almeida,Chácara Horizonte do Almeida,Mariana Almeida,544.742.564-21,(33) 29863-3297,chácarahorizontedoalmeida@ruraltec.com.br,Cidade RR,RR,Norte,Trigo,SILVER,2200,Neossolo,Lagarta / Nematoides,Set-Fev
user_316,Granja São João do Ferreira,Granja São João do Ferreira,Leonardo Ferreira,395.842.735-15,(72) 18313-5911,granjasãojoãodoferreira@ruraltec.com.br,Cidade AM,AM,Outra,Soja / Milho,GOLD,2000,Latossolo Amarelo,Nematoides / Lagarta,Out-Mar
user_317,Granja Progresso da Oliveira,Granja Progresso da Oliveira,Samuel Oliveira,494.375.007-81,(96) 44524-8504,granjaprogressodaoliveira@agrocorp.com.br,Cidade PA,PA,Norte,Milho / Soja,PLATINUM,1000,Argissolo,Lagarta,Nov-Abr
user_318,Fazenda Verde da Lima Comércio,Fazenda Verde da Lima Comércio,Renata Lima,136.871.208-95,(84) 70369-5128,fazendaverdedalimacomércio@fazenda.com.br,Campo Grande,MT,Centro-Oeste,Trigo,DIAMOND,1500,Latossolo Vermelho,Percevejos,Abr-Ago
user_319,Granja Esperança da Ribeiro,Granja Esperança da Ribeiro,Igor Ribeiro,903.969.201-14,(25) 91350-4532,granjaesperançadaribeiro@agrocorp.com.br,Cidade PR,PR,Sul,Milho / Café,GOLD,900,Terra Roxa,Ferrugem,Out-Mar
user_32,Granja Lider da Gomes,Granja Lider da Gomes,Júlia Gomes,902.130.717-46,(67) 43815-3245,granjaliderdagomes@ruraltec.com.br,Cidade PA,PA,Norte,Milho / Trigo,GOLD,3000,Latossolo Amarelo,Percevejos / Cigarrinha,Out-Mar
user_320,Granja Progresso da Almeida & Filhos,Granja Progresso da Almeida & Filhos,Eduardo Almeida,549.180.370-34,(52) 22145-2864,granjaprogressodaalmeidafilhos@agrocorp.com.br,Cidade MA,MA,Outra,Trigo / Cana-de-Açúcar,SILVER,700,Latossolo Amarelo,Lagarta,Abr-Ago
user_321,Sítio Progresso da Oliveira,Sítio Progresso da Oliveira,Nicolas Oliveira,172.630.428-34,(58) 67344-6406,sítioprogressodaoliveira@ruraltec.com.br,Cidade CE,CE,Outra,Café,PLATINUM,600,Neossolo,Cigarrinha,Out-Mar
user_322,Fazenda Horizonte do Rocha,Fazenda Horizonte do Rocha,Daniela Rocha,835.568.360-71,(51) 94955-8897,fazendahorizontedorocha@ruraltec.com.br,Cidade PR,PR,Sul,Soja / Milho,PLATINUM,2500,Terra Roxa,Ferrugem / Percevejos,Set-Fev
user_323,Chácara Progresso da Ribeiro Comércio,Chácara Progresso da Ribeiro Comércio,Samuel Ribeiro,163.859.274-79,(88) 89671-0956,chácaraprogressodaribeirocomércio@fazenda.com.br,Cidade AL,AL,Outra,Café,PLATINUM,1600,Terra Roxa,Cigarrinha,Abr-Ago
user_324,Granja Ouro da Almeida,Granja Ouro da Almeida,Paulo Almeida,307.377.377-76,(81) 31615-9093,granjaourodaalmeida@fazenda.com.br,Cidade ES,ES,Outra,Cana-de-Açúcar / Trigo,GOLD,800,Argissolo,Ferrugem / Cigarrinha,Nov-Abr
user_325,Cooperativa Lider do Ferreira,Cooperativa Lider do Ferreira,Carlos Ferreira,052.558.260-94,(63) 53723-2776,cooperativaliderdoferreira@fazenda.com.br,Cidade DF,DF,Outra,Milho,PLATINUM,2400,Latossolo Amarelo,Percevejos,Set-Fev
user_326,Chácara Boa Vista do Lima,Chácara Boa Vista do Lima,Karen Lima,384.766.305-43,(13) 65977-5530,chácaraboavistadolima@ruraltec.com.br,Cidade RR,RR,Norte,Trigo / Milho,SILVER,1400,Argissolo,Lagarta / Percevejos,Out-Mar
user_327,Cooperativa Lider da Almeida,Cooperativa Lider da Almeida,Karen Almeida,502.171.699-08,(99) 82311-9754,cooperativaliderdaalmeida@fazenda.com.br,Cidade RS,RS,Outra,Cana-de-Açúcar,SILVER,2500,Neossolo,Lagarta,Set-Fev
user_328,Chácara Horizonte da Lima,Chácara Horizonte da Lima,Nicolas Lima,569.214.169-32,(37) 29992-6005,chácarahorizontedalima@agrocorp.com.br,Cidade PI,PI,Nordeste,Algodão / Café,GOLD,1300,Argissolo,Nematoides,Set-Fev
user_329,Chácara Verde da Oliveira,Chácara Verde da Oliveira,Leonardo Oliveira,000.740.619-82,(17) 26670-8239,chácaraverdedaoliveira@ruraltec.com.br,Cidade SE,SE,Outra,Algodão / Milho,GOLD,1700,Latossolo Vermelho,Percevejos / Cigarrinha,Out-Mar
user_33,Chácara São João da Barbosa,Chácara São João da Barbosa,Mariana Barbosa,879.893.183-54,(95) 84249-6581,chácarasãojoãodabarbosa@ruraltec.com.br,Cidade SE,SE,Outra,Cana-de-Açúcar / Algodão,SILVER,1300,Latossolo Amarelo,Ferrugem,Nov-Abr
user_330,Agropecuária Boa Vista do Rocha,Agropecuária Boa Vista do Rocha,Eduardo Rocha,189.117.643-66,(51) 47129-2200,agropecuáriaboavistadorocha@fazenda.com.br,Cidade CE,CE,Outra,Cana-de-Açúcar,DIAMOND,1900,Latossolo Vermelho,Lagarta / Ferrugem,Set-Fev
user_331,Granja Boa Vista da Rocha,Granja Boa Vista da Rocha,Bruno Rocha,709.801.727-33,(16) 47618-5049,granjaboavistadarocha@agrocorp.com.br,Lucas do Rio Verde,GO,Centro-Oeste,Cana-de-Açúcar,GOLD,1100,Latossolo Amarelo,Percevejos / Lagarta,Nov-Abr
user_332,Sítio Progresso da Cardoso & Filhos,Sítio Progresso da Cardoso & Filhos,Bruno Cardoso,779.715.878-44,(60) 95080-9493,sítioprogressodacardosofilhos@fazenda.com.br,Cidade ES,ES,Outra,Milho,DIAMOND,3600,Neossolo,Percevejos / Cigarrinha,Nov-Abr
user_333,Granja Lider da Rocha,Granja Lider da Rocha,Renata Rocha,761.887.083-40,(19) 91074-3955,granjaliderdarocha@fazenda.com.br,Cidade PR,PR,Sul,Milho / Café,PLATINUM,1200,Latossolo Amarelo,Ferrugem,Out-Mar
user_334,Chácara Lider do Silva,Chácara Lider do Silva,Rafael Silva,799.065.216-70,(33) 13112-3057,chácaraliderdosilva@agrocorp.com.br,Cidade AC,AC,Outra,Milho / Soja,DIAMOND,1900,Neossolo,Lagarta,Set-Fev
user_335,Agropecuária Lider da Costa,Agropecuária Lider da Costa,Clara Costa,830.163.828-08,(88) 37535-1461,agropecuárialiderdacosta@agrocorp.com.br,Cidade PR,PR,Sul,Soja / Café,GOLD,1800,Neossolo,Lagarta,Out-Mar
user_336,Fazenda São João da Costa,Fazenda São João da Costa,Fernanda Costa,114.595.394-17,(86) 80886-8978,fazendasãojoãodacosta@fazenda.com.br,Cidade MA,MA,Outra,Cana-de-Açúcar / Algodão,SILVER,2400,Latossolo Vermelho,Percevejos / Nematoides,Set-Fev
user_337,Granja Ouro da Silva,Granja Ouro da Silva,Rafael Silva,998.130.104-51,(67) 16272-7133,granjaourodasilva@fazenda.com.br,Cidade RN,RN,Nordeste,Café / Algodão,GOLD,1600,Terra Roxa,Nematoides / Lagarta,Abr-Ago
user_338,Sítio Esperança do Souza,Sítio Esperança do Souza,Bruno Souza,876.954.163-40,(58) 99360-4388,sítioesperançadosouza@fazenda.com.br,Goiânia,GO,Centro-Oeste,Cana-de-Açúcar / Algodão,PLATINUM,1500,Argissolo,Nematoides,Set-Fev
user_339,Granja Progresso do Almeida Comércio,Granja Progresso do Almeida Comércio,Rafael Almeida,341.576.681-41,(17) 44903-2738,granjaprogressodoalmeidacomércio@ruraltec.com.br,Cidade AC,AC,Outra,Algodão / Soja,PLATINUM,800,Argissolo,Cigarrinha / Lagarta,Set-Fev
user_34,Sítio São João da Melo Rural,Sítio São João da Melo Rural,Leonardo Melo,079.083.521-32,(21) 30185-4291,sítiosãojoãodamelorural@ruraltec.com.br,Cidade SE,SE,Outra,Soja,GOLD,1400,Neossolo,Cigarrinha,Out-Mar
user_340,Chácara Esperança da Barbosa,Chácara Esperança da Barbosa,Rafael Barbosa,054.263.073-05,(78) 40571-4750,chácaraesperançadabarbosa@agrocorp.com.br,Cidade PB,PB,Outra,Algodão,DIAMOND,2500,Argissolo,Lagarta / Nematoides,Set-Fev
user_341,Agropecuária Boa Vista da Barbosa,Agropecuária Boa Vista da Barbosa,Nicolas Barbosa,860.885.721-57,(21) 52298-0216,agropecuáriaboavistadabarbosa@fazenda.com.br,Cidade PE,PE,Nordeste,Café,GOLD,1100,Argissolo,Cigarrinha / Lagarta,Abr-Ago
user_342,Agropecuária Boa Vista da Gomes,Agropecuária Boa Vista da Gomes,Mariana Gomes,663.775.096-11,(91) 87029-4568,agropecuáriaboavistadagomes@agrocorp.com.br,Cidade BA,BA,Nordeste,Milho / Algodão,GOLD,1000,Argissolo,Percevejos,Nov-Abr
user_343,Fazenda Ouro da Almeida,Fazenda Ouro da Almeida,Yasmin Almeida,855.298.724-59,(76) 67971-0250,fazendaourodaalmeida@fazenda.com.br,Cidade MG,MG,Outra,Soja,SILVER,1500,Terra Roxa,Ferrugem / Cigarrinha,Out-Mar
user_344,Agropecuária Lider da Almeida,Agropecuária Lider da Almeida,Bruno Almeida,513.573.786-84,(94) 94342-2317,agropecuárialiderdaalmeida@ruraltec.com.br,Cidade PA,PA,Norte,Soja / Algodão,PLATINUM,600,Neossolo,Percevejos / Ferrugem,Out-Mar
user_345,Fazenda Horizonte da Ferreira,Fazenda Horizonte da Ferreira,Clara Ferreira,079.178.165-84,(43) 29627-6543,fazendahorizontedaferreira@ruraltec.com.br,Cidade SC,SC,Outra,Soja / Milho,GOLD,2100,Latossolo Amarelo,Percevejos / Nematoides,Nov-Abr
user_346,Cooperativa Boa Vista do Martins,Cooperativa Boa Vista do Martins,Rafael Martins,901.735.903-14,(80) 15306-3779,cooperativaboavistadomartins@agrocorp.com.br,Cidade MG,MG,Outra,Milho / Trigo,DIAMOND,800,Neossolo,Nematoides,Abr-Ago
user_347,Granja Boa Vista da Barbosa & Filhos,Granja Boa Vista da Barbosa & Filhos,Helena Barbosa,155.838.343-67,(47) 95417-8114,granjaboavistadabarbosafilhos@agrocorp.com.br,Cidade AL,AL,Outra,Milho,GOLD,2000,Latossolo Vermelho,Lagarta / Nematoides,Nov-Abr
user_348,Chácara Boa Vista da Nascimento,Chácara Boa Vista da Nascimento,Júlia Nascimento,183.226.739-74,(73) 37606-8583,chácaraboavistadanascimento@ruraltec.com.br,Cidade RS,RS,Outra,Soja / Café,DIAMOND,1700,Terra Roxa,Ferrugem,Abr-Ago
user_349,Chácara Verde da Silva Comércio,Chácara Verde da Silva Comércio,Bruno Silva,178.736.429-47,(65) 24634-8032,chácaraverdedasilvacomércio@agrocorp.com.br,Cidade SC,SC,Outra,Milho / Café,PLATINUM,1900,Terra Roxa,Nematoides,Set-Fev
user_35,Sítio Boa Vista do Melo,Sítio Boa Vista do Melo,Mariana Melo,677.153.265-79,(69) 91884-3051,sítioboavistadomelo@fazenda.com.br,Cidade RO,RO,Outra,Milho,DIAMOND,1100,Argissolo,Lagarta / Ferrugem,Out-Mar
user_350,Agropecuária São João da Lima,Agropecuária São João da Lima,Clara Lima,396.240.941-09,(74) 26205-7012,agropecuáriasãojoãodalima@agrocorp.com.br,Rondonópolis,MS,Centro-Oeste,Milho,DIAMOND,900,Neossolo,Cigarrinha / Percevejos,Abr-Ago
user_351,Chácara Lider da Ribeiro,Chácara Lider da Ribeiro,Daniela Ribeiro,594.945.757-78,(19) 50785-3739,chácaraliderdaribeiro@fazenda.com.br,Cidade BA,BA,Nordeste,Milho,SILVER,2100,Argissolo,Lagarta / Ferrugem,Out-Mar
user_352,Agropecuária Progresso do Almeida,Agropecuária Progresso do Almeida,Carlos Almeida,801.354.905-65,(86) 77520-5447,agropecuáriaprogressodoalmeida@agrocorp.com.br,Cidade RO,RO,Outra,Trigo / Algodão,SILVER,1000,Terra Roxa,Cigarrinha / Percevejos,Abr-Ago
user_353,Granja Boa Vista da Melo,Granja Boa Vista da Melo,Vinicius Melo,784.281.691-12,(63) 30007-9683,granjaboavistadamelo@fazenda.com.br,Cidade SC,SC,Outra,Milho / Trigo,SILVER,2400,Latossolo Vermelho,Ferrugem / Cigarrinha,Nov-Abr
user_354,Chácara Esperança da Silva & Filhos,Chácara Esperança da Silva & Filhos,Daniela Silva,572.792.177-62,(41) 31191-2766,chácaraesperançadasilvafilhos@fazenda.com.br,Cidade ES,ES,Outra,Trigo / Soja,GOLD,800,Latossolo Vermelho,Cigarrinha / Percevejos,Out-Mar
user_355,Fazenda Horizonte do Lima,Fazenda Horizonte do Lima,Paulo Lima,716.300.768-14,(60) 96938-8760,fazendahorizontedolima@ruraltec.com.br,Cidade BA,BA,Nordeste,Algodão / Soja,SILVER,2300,Latossolo Amarelo,Percevejos,Out-Mar
user_356,Fazenda São João da Nascimento Agro,Fazenda São João da Nascimento Agro,Júlia Nascimento,202.032.046-46,(39) 80573-9558,fazendasãojoãodanascimentoagro@agrocorp.com.br,Cidade PB,PB,Outra,Milho / Algodão,SILVER,1700,Terra Roxa,Ferrugem / Nematoides,Nov-Abr
user_357,Fazenda Boa Vista do Barbosa,Fazenda Boa Vista do Barbosa,Eduardo Barbosa,826.902.923-52,(83) 53150-3441,fazendaboavistadobarbosa@ruraltec.com.br,Cidade CE,CE,Outra,Algodão,PLATINUM,1000,Terra Roxa,Ferrugem,Out-Mar
user_358,Fazenda Esperança do Costa,Fazenda Esperança do Costa,Ana Costa,519.223.256-00,(20) 34067-7064,fazendaesperançadocosta@ruraltec.com.br,Cidade MG,MG,Outra,Soja / Milho,DIAMOND,1900,Latossolo Vermelho,Nematoides / Lagarta,Out-Mar
user_359,Granja Verde do Melo,Granja Verde do Melo,Bruno Melo,250.048.974-26,(91) 55673-0964,granjaverdedomelo@agrocorp.com.br,Cidade TO,TO,Outra,Café / Milho,SILVER,1300,Argissolo,Percevejos / Nematoides,Set-Fev
user_36,Cooperativa São João da Cardoso,Cooperativa São João da Cardoso,Olivia Cardoso,087.034.893-75,(43) 76970-0266,cooperativasãojoãodacardoso@fazenda.com.br,Cidade SP,SP,Sudeste,Milho,DIAMOND,3500,Neossolo,Percevejos / Cigarrinha,Nov-Abr
user_360,Cooperativa Lider da Melo,Cooperativa Lider da Melo,Gabriel Melo,976.572.066-59,(83) 97431-3662,cooperativaliderdamelo@fazenda.com.br,Cidade RJ,RJ,Outra,Algodão / Café,PLATINUM,600,Neossolo,Percevejos / Cigarrinha,Out-Mar
